title,links,first_paragraph
"In a Year of Protest Cries, Now It’s ‘Count Every Vote!’ and ‘Stop the Steal!’",https://www.nytimes.com/2020/11/05/us/election-protests-vote-count.html?searchResultPosition=325,"In downtown Portland, Ore., they shouted, “Count every vote!” At the Detroit convention center, they urged those tallying ballots to stop. And outside a Philadelphia vote-counting site, they said they just wanted to watch."
"In Midwest Battlegrounds, the Virus Met Another Concern: The Economy",https://www.nytimes.com/2020/11/04/us/midwest-coronavirus-election.html?searchResultPosition=326,"When Americans voted in this presidential election, they made it clear that of all the crucial issues facing the country, the coronavirus pandemic towered over the rest."
"With His Path to Re-election Narrowing, Trump Turns to the Courts",https://www.nytimes.com/2020/11/04/us/politics/trump-election-courts.html?searchResultPosition=327,"With his political path narrowing, President Trump turned to the courts and procedural maneuvers on Wednesday in a last-ditch effort to stave off defeat in the handful of states that will decide the outcome of the bitterly fought election."
"Exhausted and Anxious, Voters Find the Country More Divided Than Ever",https://www.nytimes.com/2020/11/04/us/election-america-divided.html?searchResultPosition=328,"It was just after 2 a.m. Wednesday and President Trump was speaking from the White House, declaring both victory and voter fraud."
"Could Omaha Swing the Race? In 2020, Nothing Is Impossible",https://www.nytimes.com/2020/11/04/us/biden-nebraska-electoral-college.html?searchResultPosition=329,[Follow our live coverage of the Biden inauguration.]
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/04/us/coronavirus-today.html?searchResultPosition=330,which look likely to be the bleakest and potentially deadliest period of the pandemic.
A Vote That Flew in the Face of Fear Itself,https://www.nytimes.com/2020/11/04/us/presidential-election-trump-biden.html?searchResultPosition=331,[Read more on Joe Biden’s president-elect acceptance speech.]
What We Know About Election Results in California,https://www.nytimes.com/2020/11/04/us/california-election-day-voting.html?searchResultPosition=332,Good morning.
Covid Is the Big Story on Campus. College Reporters Have the Scoop.,https://www.nytimes.com/2020/11/04/us/college-journalists-covid.html?searchResultPosition=333,"Before classes had even started at the University of Missouri this August, Eli Hoff, the managing editor of the student newspaper, got a hot tip: A fraternity member had tested positive for the coronavirus."
"As America Awaits a Winner, Trump Falsely Claims He Prevailed",https://www.nytimes.com/2020/11/04/us/politics/election-trump-biden-recap.html?searchResultPosition=334,and to insist that votes stop being counted even though the ballots of millions of Americans had yet to be tallied.
Exit Polls Showed the Vote Came Down to the Pandemic Versus the Economy,https://www.nytimes.com/2020/11/03/us/politics/exit-polls.html?searchResultPosition=335,a monthslong pandemic and economic devastation
"At the End of a Chaotic Campaign, an Election Day That Defied the Worst Fears",https://www.nytimes.com/2020/11/03/us/politics/the-end-of-a-chaotic-campaign-election-day.html?searchResultPosition=336,The worst fears about a chaotic end to a chaotic campaign failed to materialize on Tuesday as the final day of voting went off with little more than sporadic glitches and confrontations even as the tension over the outcome and aftermath remained undiminished.
"The Coronavirus, Raging in Battleground States, Looms Over Election Day",https://www.nytimes.com/2020/11/03/us/coronavirus-cases-election-day.html?searchResultPosition=337,"They voted from cars and at outdoor tables. They stood in lines spaced far apart. They strapped on masks and pumped sanitizer into their palms. All across America on Tuesday, voters cast ballots in a presidential election in which the uncontrolled coronavirus pandemic was both a top issue and a threat."
"In These Suburbs, Long Lines Were Good News for the President",https://www.nytimes.com/2020/11/03/us/election-suburbs-trump.html?searchResultPosition=338,"In an affluent pocket of Upper Arlington, a suburb of Columbus, dozens of voters, masked and socially distanced, spanned the length of Jones Middle School and the block behind it by the time the polling place opened Tuesday morning."
"As Counting Begins, a Flood of Mail Ballots Complicates Vote Tallies",https://www.nytimes.com/2020/11/03/us/elections/mail-ballot-counting-vote.html?searchResultPosition=339,[Follow our live analysis of the Biden inauguration.]
"In Detroit, Kamala Harris makes a final pitch.",https://www.nytimes.com/2020/11/03/us/politics/in-detroit-kamala-harris-makes-a-final-pitch.html?searchResultPosition=340,"[Read our profile of Kamala Harris, the first woman elected U.S. vice president.]"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/11/03/us/coronavirus-today.html?searchResultPosition=341,"Today may be a pivotal day in the United States, and we’re not talking about the election."
"With Winter Coming and Trump Still in Charge, Virus Experts Fear the Worst",https://www.nytimes.com/2020/11/03/us/politics/trump-coronavirus.html?searchResultPosition=342,"Regardless of the election’s outcome this week, President Trump will be the one steering the country through what is likely to be the darkest and potentially deadliest period of the coronavirus pandemic, and he has largely excluded the nation’s leading health experts from his inner circle."
"Melania Trump votes in person, maskless.",https://www.nytimes.com/2020/11/03/us/politics/melania-trump-vote-mask.html?searchResultPosition=343,"Security was heavy at the Morton and Barbara Mandel Recreation Center in Palm Beach, Fla., where just one person went inside barefaced, despite a mask mandate in this county: First Lady Melania Trump."
Photos From Election Day 2020,https://www.nytimes.com/2020/11/03/us/elections/Election-day-photos.html?searchResultPosition=344,A year that began with the incumbent facing impeachment and the opponent facing a tumultuous primary has come down to this. The race between President Trump and Joseph R. Biden Jr. will come to an end on Tuesday as voters head to the polls across the country. Those casting ballots today join the more than 100 million who did so in the preceding weeks.
"In a historically Republican suburb of Pittsburgh, voters debate whether to give Trump a second term.",https://www.nytimes.com/2020/11/03/us/politics/trump-pittsburgh.html?searchResultPosition=345,"Long lines of voters moved steadily in the first hour of voting at the Municipal Center in this town of about 30,000 people in Butler County, a historically Republican county."
Migrant Families Were Confused When U.S. Expelled Children Into Mexico,https://www.nytimes.com/2020/11/03/us/migrant-children-expulsions.html?searchResultPosition=346,the end of a long journey from Esther’s home in El Salvador.
Birx Issues Blunt Coronavirus Warning Starkly at Odds With Trump,https://www.nytimes.com/2020/11/03/us/politics/birx-trump-covid.html?searchResultPosition=347,"Dr. Deborah L. Birx, who has carefully straddled the line between science and politics as she helps lead the Trump administration’s coronavirus response, delivered a stark private warning on Monday, telling White House officials that the pandemic is entering a new and “deadly phase” that demands a more aggressive approach."
President Trump’s 2020,https://www.nytimes.com/2020/11/02/us/politics/donald-trump-2020-presidential-campaign-photos.html?searchResultPosition=348,This was not the 2020 that President Trump had envisioned for himself.
Joe Biden’s 2020,https://www.nytimes.com/2020/11/02/us/politics/joe-biden-2020-presidential-campaign.html?searchResultPosition=349,"Joseph R. Biden Jr. began his 2020 presidential campaign by losing, and then losing some more. But after an extraordinary comeback, he claimed the prize that had eluded him in two previous presidential campaigns: the Democratic nomination."
"A Country Facing High Joblessness, Virus Rates and Anxiety Picks Its President",https://www.nytimes.com/2020/11/02/us/politics/election-coronavirus-unemployment.html?searchResultPosition=350,"A nation with nearly 8 percent unemployment and mourning more than 231,000 Covid deaths, where four out of five Americans say they feel nervous about the country’s future, gets a final chance Tuesday to decide which candidate is best equipped to lead it past those daunting numbers."
