text,label,class
"When Donald J. Trump first took office, he promised to “come up with a great health plan,” one that would repeal the Affordable Care Act but replace it with something better while maintaining its biggest selling point: protecting people with pre-existing medical conditions.",3,1
A Texas A&M University student was being isolated at home on Thursday as health officials said they were examining whether he could be the second known case of Wuhan coronavirus in the United States.,3,1
"As the United States and other countries anxiously consider how to reopen schools, China is pushing a new plan to seize the moment: Once a school is reopened, why not just leave it there, along with other buildings in the community to encourage social and physical activity.",3,1
"For a campaign event featuring Donald Trump Jr., the brash-talking, liberal-dunking namesake of the president, it was all rather mundane.",3,1
"Of the people in Louisiana who died of the coronavirus last week, about half came away from a hospital. The other half are in critical condition or returned to the hospital with Covid-19.",3,1
"A clinical trial found that the Pfizer-BioNTech vaccine was highly effective in adolescents aged 12 to 15, the companies said on Saturday.",3,1
"A military judge in Washington, D.C., on Wednesday indefinitely postponed the arraignment of five prisoners at Guantánamo Bay who were scheduled to make their first court appearance in 17 years of detention, finding that the coronavirus pandemic made it too risky to travel to the Navy base.",3,1
"The allure of the turquoise waters, extravagant villas and exclusive dance clubs of the Emerald Coast of Sardinia proved stronger than ever in August, as Italian tourists hungry for exotic food and music fans flocked to the tiny Mediterranean island nation of Liguria to feast on top-shelf entertainment and climb aboard the oft-coveted Calabrian liner Ariane. One hotel, with rooms for just such a party, was newly renovated and ready to take guests, but the arrival of the party-loving, munchkin Calabrians had not yet begun.",3,1
"American warships have sailed into disputed waters in the South China Sea, according to military analysts, heightening a standoff in the waterway and sharpening the rivalry between the United States and China, even as much of the world is in lockdown because of the coronavirus.",3,1
The United States is in a perilous race between vaccinating residents as quickly as possible and succumbing to a new wave of infections driven by the faster-spreading variants.,3,1
"When it comes to getting the coronavirus vaccine, doctors around the world have to be ready to ration supplies and clinics to fulfill a medical necessity. With that rationale, China is preparing to send doses to dozens of countries, and at least one is planning to send them to low- and middle-income countries.",3,1
